tu,pos,neg,neu,polarity
rắc rối,0.003544483,0.986965179,0.009490361,-0.983420696
trẹo họng,0.003977251,0.987394452,0.008628201,-0.983417201
cút,0.00403504,0.9874506,0.008514276,-0.983415559
man trá,0.004360613,0.987767339,0.007872141,-0.983406725
ba trợn,0.004586616,0.987988949,0.007424496,-0.983402333
bất chính,0.003649141,0.987047672,0.009303235,-0.983398531
trau giồi,0.003943302,0.987333417,0.008723276,-0.983390115
trắng nuột,0.986266077,0.002882693,0.010851203,0.983383384
bơ,0.004509295,0.98789227,0.007598499,-0.983382975
loang lổ,0.003744838,0.987124205,0.009130969,-0.983379367
bông lông,0.003556004,0.986933231,0.00951072,-0.983377228
Thiên chúa,0.987111151,0.003736385,0.009152417,0.983374766
thiên chúa,0.987111151,0.003736385,0.009152417,0.983374766
khang kiện,0.003633861,0.987005234,0.009360882,-0.983371373
khang cường,0.003633861,0.987005234,0.009360882,-0.983371373
ngượng mặt,0.003819378,0.987187505,0.008993186,-0.983368126
thộp,0.986005127,0.002639891,0.011355042,0.983365237
bội tín,0.004538063,0.987902701,0.007559196,-0.983364637
oan ức,0.004195816,0.987558901,0.00824525,-0.983363085
cau,0.003563296,0.98692596,0.009510727,-0.983362664
xúc xiểm,0.003982895,0.987344921,0.008672128,-0.983362026
chiều chuộng,0.987189591,0.003830373,0.008980037,0.983359218
lộ xỉ,0.003747517,0.987098277,0.009154188,-0.98335076
ô hợp,0.004552422,0.987895012,0.007552641,-0.98334259
đểu,0.004590508,0.98792702,0.007482425,-0.983336512
tiếc rẻ,0.003807002,0.987139046,0.009053863,-0.983332045
giảo,0.003797372,0.987128735,0.009073948,-0.983331362
giở trò,0.003906856,0.987236321,0.008856815,-0.983329465
ma quái,0.003820807,0.987142563,0.009036569,-0.983321756
bất tường,0.003782338,0.98710084,0.009116879,-0.983318501
giải trừ,0.00376407,0.987080753,0.009155099,-0.983316683
bại hoại,0.004521895,0.987837553,0.007640583,-0.983315658
sài ghẻ,0.003974663,0.987288475,0.008736932,-0.983313812
lỏi,0.004608565,0.987914383,0.007477129,-0.983305819
hứa hẹn,0.98673147,0.003435032,0.009833491,0.983296438
tôi mọi,0.004485496,0.987776637,0.007737846,-0.983291141
bướng,0.004550011,0.987838984,0.007611085,-0.983288973
rêu rao,0.003895297,0.987183213,0.008921494,-0.983287916
a tòng,0.00365203,0.986926317,0.009421691,-0.983274288
sum họp,0.985760629,0.002486837,0.011752578,0.983273792
quyến dỗ,0.004036919,0.987306595,0.00865646,-0.983269676
sửa sang,0.988025725,0.004767089,0.007207239,0.983258636
quẩng,0.987164378,0.003907456,0.008928124,0.983256922
làm phản,0.004027199,0.987272441,0.00870036,-0.983245242
rượu chè,0.004206983,0.987444103,0.00834905,-0.983237119
kiềm,0.003947159,0.987181902,0.008870938,-0.983234743
trại,0.003676623,0.986907721,0.009415608,-0.983231097
chua xót,0.004542991,0.987772226,0.007684832,-0.983229235
nhơn nhơn,0.004676743,0.98790437,0.00741892,-0.983227627
oan,0.003632837,0.986845613,0.00952155,-0.983212776
thông dâm,0.003804832,0.987015724,0.00917949,-0.983210892
cậy,0.004302583,0.987513363,0.008184052,-0.983210781
gây,0.004637485,0.987842083,0.007520386,-0.983204598
chất độc,0.004288073,0.987487435,0.008224471,-0.983199362
loạn xạ,0.003530089,0.986728013,0.009741939,-0.983197924
sâu độc,0.004577234,0.987773597,0.007649205,-0.983196363
vò,0.004311577,0.987501502,0.008186967,-0.983189925
uy quyền,0.986748874,0.003560086,0.009691037,0.983188788
phế lập,0.003774529,0.986963212,0.009262346,-0.983188683
tán đồng,0.985675633,0.002489742,0.011834628,0.983185891
chối,0.003831486,0.987016499,0.00915198,-0.983185013
thất sách,0.003434796,0.986619592,0.009945541,-0.983184795
thú vui,0.987358868,0.004180687,0.008460439,0.983178181
to tiếng,0.003757155,0.986932456,0.009310305,-0.983175301
trâng tráo,0.004708251,0.987883031,0.007408681,-0.98317478
phàn nàn,0.004030683,0.987200022,0.008769276,-0.983169339
dai dẳng,0.003828167,0.986991763,0.009180089,-0.983163596
khó dễ,0.003847712,0.987007797,0.009144453,-0.983160085
gian,0.004218203,0.987378061,0.008403708,-0.983159857
tiên quyết,0.003761474,0.986914337,0.009324181,-0.983152862
bất lương,0.004125856,0.987278223,0.008595952,-0.983152367
ngăn cản,0.003639283,0.986787677,0.009573053,-0.983148394
luồn cúi,0.004103143,0.987243712,0.008653222,-0.983140569
cản,0.003766458,0.986905158,0.00932832,-0.9831387
muối mặt,0.004220264,0.987351358,0.008428394,-0.983131094
quắc,0.004489962,0.987619758,0.00789025,-0.983129796
ngang ngạnh,0.004664501,0.987793267,0.007542272,-0.983128766
nhẵn cấc,0.003839621,0.986966133,0.009194334,-0.983126512
kệ thây,0.003995752,0.987120807,0.008883396,-0.983125055
bãi bỏ,0.00461198,0.987723947,0.007664055,-0.983111966
mộng du,0.003641383,0.986749113,0.009609471,-0.983107729
khinh bạc,0.004126441,0.987232089,0.00864141,-0.983105648
xuân đình,0.986012876,0.002911242,0.011075885,0.983101634
li ti,0.003932628,0.987033367,0.009033988,-0.983100739
buôn lậu,0.003961078,0.987058699,0.008980242,-0.983097621
hời hợt,0.003565401,0.986662567,0.009772045,-0.983097166
gian lận,0.004394577,0.98748523,0.008120097,-0.983090653
ngưỡng mộ,0.987138331,0.004061594,0.008800063,0.983076737
nổi nóng,0.003768658,0.98684442,0.009386955,-0.983075762
phanh phui,0.004212084,0.987275124,0.008512828,-0.98306304
trơ trẽn,0.004545433,0.987603486,0.007851204,-0.983058053
gièm pha,0.004166352,0.98722434,0.008609314,-0.983057988
thui,0.003898638,0.986955345,0.0091461,-0.983056707
án ngữ,0.003916257,0.986970544,0.009113128,-0.983054287
trúc trắc,0.003533157,0.986582279,0.009884667,-0.983049122
keo cú,0.004338451,0.987384915,0.008276569,-0.983046465
vu khống,0.0039701,0.98700887,0.009020993,-0.98303877
thô tục,0.003984482,0.987016618,0.008998894,-0.983032136
suy tổn,0.003669243,0.986697018,0.009633747,-0.983027775
nạt nộ,0.00383949,0.986863852,0.009296624,-0.983024361
mè nheo,0.004739458,0.987760544,0.00749993,-0.983021086
tanh bành,0.004752419,0.9877702,0.007477307,-0.98301778
thần kỳ,0.987913787,0.004897045,0.007189233,0.983016742
thần dược,0.987376928,0.004361324,0.008261743,0.983015604
thân tình,0.985877514,0.002863667,0.011258848,0.983013847
trùi trũi,0.004337276,0.987349331,0.008313411,-0.983012055
ê chệ,0.004382817,0.987394452,0.00822276,-0.983011635
phụng thờ,0.98654139,0.003533393,0.009925139,0.983007997
loạn ngôn,0.00382005,0.986825883,0.009354,-0.983005834
phế,0.003767126,0.986772835,0.009460064,-0.98300571
trời già,0.004312648,0.987310767,0.008376549,-0.982998119
nhơ nhớp,0.004561806,0.987558693,0.007879507,-0.982996887
đay nghiến,0.004432234,0.987421632,0.008146089,-0.982989397
vu oan,0.004148851,0.987138152,0.008712949,-0.982989301
diệt chủng,0.004204812,0.987182856,0.008612439,-0.982978044
hành hạ,0.004215539,0.987190545,0.00859402,-0.982975006
ngang trái,0.004185067,0.987151384,0.008663498,-0.982966317
bê tha,0.004813746,0.987778842,0.007407412,-0.982965096
ngắc nga ngắc ngứ,0.003673489,0.986635506,0.009691022,-0.982962017
hợm đời,0.004058663,0.987020612,0.008920815,-0.982961949
phá bĩnh,0.003677653,0.986639202,0.009683095,-0.982961548
ngang bướng,0.004028205,0.986988068,0.00898363,-0.982959862
hoạnh,0.003715741,0.986673474,0.009610786,-0.982957733
tài nghệ,0.986464143,0.00350722,0.010028581,0.982956922
tam toạng,0.003564529,0.986518085,0.009917392,-0.982953556
mạt hạng,0.003538216,0.986488402,0.009973398,-0.982950186
nước đôi,0.003601419,0.98654002,0.009858605,-0.9829386
nhớp,0.004418806,0.98735553,0.008225719,-0.982936724
nhân đạo,0.986330986,0.003403236,0.010265829,0.98292775
trả thù,0.004341515,0.987258136,0.008400401,-0.982916621
gây chuyện,0.004154648,0.987070978,0.008774374,-0.98291633
trọc tếch,0.004250569,0.987163126,0.008586372,-0.982912558
lang lổ,0.003739826,0.986652017,0.00960825,-0.982912191
eo óc,0.003919104,0.986815214,0.009265771,-0.982896111
thất sủng,0.004661384,0.987552285,0.007786379,-0.982890901
phao,0.003907921,0.98679322,0.0092988,-0.982885299
khủng hoảng,0.003924288,0.986806333,0.009269356,-0.982882045
mệnh lệnh,0.003738067,0.986615121,0.009646815,-0.982877054
phiền hà,0.00394589,0.986821473,0.009232662,-0.982875583
a dua,0.004820477,0.987694144,0.007485397,-0.982873667
thuần lý,0.003667167,0.986536682,0.009796157,-0.982869514
nhạo,0.0042902,0.987159133,0.008550649,-0.982868933
dở hơi,0.003561102,0.986425519,0.010013356,-0.982864417
lệt bệt,0.004108817,0.986969352,0.008921824,-0.982860535
cục,0.003821046,0.986679018,0.009499881,-0.982857972
phỉ báng,0.003974821,0.986826003,0.009199224,-0.982851182
chán nản,0.004231557,0.98708111,0.00868737,-0.982849554
tặc lưỡi,0.003624605,0.986467957,0.009907483,-0.982843353
bạc nhạc,0.003761311,0.986603737,0.009634972,-0.982842426
lác mắt,0.986976802,0.004140391,0.008882812,0.982836412
sâu rộng,0.003966291,0.986798823,0.009234816,-0.982832532
khang kháng,0.003646384,0.986472964,0.00988058,-0.982826581
lâu la,0.004019106,0.986838043,0.009142867,-0.982818937
tóp,0.003788799,0.986607671,0.009603591,-0.982818872
thạp,0.00390841,0.98672092,0.009370674,-0.98281251
mịn,0.986846507,0.004038578,0.009114834,0.982807929
tình phụ,0.004595621,0.987400055,0.008004326,-0.982804433
tréo,0.003650465,0.986454546,0.009894983,-0.982804082
ngủ lang,0.003527471,0.986328661,0.010143775,-0.982801191
lên mặt,0.004069784,0.986870348,0.009059892,-0.982800564
rẻ rúng,0.004409008,0.987199485,0.008391495,-0.982790478
răng cải mả,0.003942124,0.986732543,0.009325233,-0.982790418
nghịch mắt,0.004029792,0.986819923,0.009150244,-0.982790131
lam nham,0.004962487,0.98774159,0.007295923,-0.982779103
gạch hòm sớ,0.004132633,0.986901104,0.008966331,-0.982768472
tẩy chay,0.003619087,0.986380994,0.010000007,-0.982761908
cẩu thả,0.003809903,0.986567616,0.009622402,-0.982757714
khiếu nại,0.004356192,0.987107575,0.00853614,-0.982751383
dã,0.00371672,0.98646611,0.009817093,-0.982749389
lăng mạ,0.003891858,0.98663795,0.009470278,-0.982746092
quan thầy,0.004785119,0.98752594,0.007688956,-0.982740821
chè chén,0.004017522,0.98675549,0.009226907,-0.982737968
tôn kính,0.986614764,0.003877664,0.009507628,0.9827371
ngu hèn,0.003604358,0.986338854,0.01005679,-0.982734496
du dương,0.986311018,0.003579689,0.010109281,0.982731329
đắm đuối,0.004498349,0.987228036,0.008273631,-0.982729687
ghen,0.003934023,0.986662865,0.009403141,-0.982728842
ngao ngán,0.003818696,0.986547351,0.009634017,-0.982728655
hỗn độn,0.003737884,0.986464024,0.009798056,-0.98272614
xấu,0.004142859,0.98686856,0.008988567,-0.982725702
nhịu mồm,0.003565746,0.986289024,0.010145264,-0.982723279
láo toét,0.003948445,0.986670196,0.009381396,-0.982721752
chán ghét,0.004103838,0.986824036,0.009072211,-0.982720198
nói tục,0.003902468,0.986618102,0.009479508,-0.982715634
lọ lem,0.004976859,0.98769033,0.007332859,-0.98271347
trễ nải,0.003824851,0.986538172,0.009637034,-0.98271332
bất hạnh,0.004311646,0.987024784,0.008663609,-0.982713138
nhếch nhác,0.004309975,0.987018704,0.008671264,-0.982708729
anh thư,0.985626042,0.0029194,0.011454585,0.982706642
thiên vị,0.004309963,0.987016082,0.008674036,-0.982706118
ngán nỗi,0.00380988,0.986511827,0.009678292,-0.982701947
thói,0.004358326,0.9870525,0.008589194,-0.982694174
trí mạng,0.986568809,0.003882433,0.009548816,0.982686376
sóng tình,0.986876607,0.004194905,0.008928493,0.982681702
nhiếc,0.004818774,0.987494886,0.007686317,-0.982676112
tuấn mã,0.985815167,0.003139549,0.011045324,0.982675618
khắc bạc,0.004868274,0.987539649,0.007592152,-0.982671375
nam bình,0.986375749,0.003707636,0.009916615,0.982668113
yếm thế,0.004492116,0.987160206,0.008347641,-0.98266809
rối bung,0.003950947,0.986614168,0.00943479,-0.982663221
cằn nhằn,0.004247023,0.986892045,0.008860945,-0.982645021
thanh tú,0.985782146,0.003150762,0.011067076,0.982631384
ngang tàng,0.004743989,0.987374365,0.007881759,-0.982630377
trở mùi,0.003817244,0.986433089,0.009749724,-0.982615845
sâm nghiêm,0.985844374,0.003231263,0.010924318,0.982613111
beo,0.003669246,0.986271024,0.010059705,-0.982601778
lừa lọc,0.004779955,0.987381637,0.007838343,-0.982601682
nhàm,0.003918985,0.986518085,0.009562979,-0.9825991
nông nổi,0.003712026,0.986308515,0.009979419,-0.982596489
lai căng,0.004977774,0.987571001,0.007451236,-0.982593227
cấm vận,0.004601999,0.987190187,0.008207871,-0.982588188
lang băm,0.003725271,0.986310482,0.009964218,-0.982585211
khu trục,0.003761702,0.986344099,0.009894262,-0.982582397
thiểm độc,0.004246274,0.98682797,0.008925728,-0.982581696
xấu xa,0.004977853,0.98755914,0.00746303,-0.982581287
om,0.003828602,0.986399293,0.009772122,-0.982570691
can án,0.003837415,0.986404657,0.009757972,-0.982567243
oa trữ,0.003918316,0.986480415,0.00960128,-0.982562099
inh ỏi,0.004187934,0.986746788,0.009065261,-0.982558854
khiếu tố,0.003692649,0.986245394,0.010061962,-0.982552744
tàn tật,0.003763322,0.98631531,0.009921392,-0.982551988
biệt tài,0.986508787,0.003963134,0.00952806,0.982545652
thanh khiết,0.98611325,0.003567965,0.010318798,0.982545285
lườm,0.005021781,0.98756659,0.007411656,-0.98254481
ngợi khen,0.986419499,0.003892176,0.009688287,0.982527323
đa đoan,0.004006558,0.986525297,0.009468134,-0.98251874
lửa lòng,0.986713827,0.004196322,0.009089817,0.982517505
tròn trịa,0.985999048,0.00348776,0.010513216,0.982511288
ưu ái,0.98608464,0.003578721,0.01033666,0.982505919
tả tơi,0.003661595,0.986167371,0.010171019,-0.982505776
đen bạc,0.003698958,0.986200869,0.010100237,-0.982501911
nhỏ nhặt,0.003758971,0.98625946,0.009981592,-0.982500489
vỡ nợ,0.004513463,0.987012684,0.008473861,-0.982499221
thây,0.003803671,0.986300945,0.009895358,-0.982497274
coi rẻ,0.004201019,0.986697972,0.009100998,-0.982496953
quấy rối,0.004301279,0.986794889,0.008903817,-0.98249361
trìu mến,0.985969663,0.00348218,0.010548212,0.982487482
gắt gao,0.004899415,0.987385273,0.007715378,-0.982485858
phượu,0.004277508,0.986761928,0.00896052,-0.98248442
loằng ngoằng,0.003652013,0.986135721,0.010212215,-0.982483708
phổ cập,0.986501038,0.004017879,0.009481109,0.982483159
hống hách,0.005017537,0.987497926,0.007484548,-0.982480389
giận,0.003854987,0.986333907,0.009811135,-0.982478919
tiêu xưng,0.003732592,0.986210525,0.01005693,-0.982477933
oi bức,0.003801156,0.986271262,0.009927595,-0.982470106
luống,0.004196661,0.986658931,0.009144369,-0.98246227
ngang tai,0.004182622,0.986634016,0.009183338,-0.982451394
nghiêm trọng,0.004320325,0.986769319,0.008910375,-0.982448993
mối lái,0.00415823,0.9866063,0.009235539,-0.98244807
trí trá,0.004313529,0.986759245,0.008927294,-0.982445716
nháy nháy,0.004016513,0.98646158,0.009521876,-0.982445067
xuất chúng,0.986346781,0.003903911,0.009749303,0.982442871
ô tạp,0.003840432,0.986279726,0.009879865,-0.982439294
quy thuận,0.004415137,0.986848593,0.008736346,-0.982433456
sỗ sàng,0.004418606,0.98685199,0.008729396,-0.982433384
chớt nhả,0.005125234,0.987555444,0.007319415,-0.98243021
thối nát,0.004776281,0.987205386,0.008018242,-0.982429105
thô lậu,0.003979256,0.986406744,0.009614101,-0.982427487
quỵ luỵ,0.003792641,0.986216068,0.009991233,-0.982423428
trêu,0.003792309,0.986214936,0.009992765,-0.982422627
tu sửa,0.004240015,0.986659884,0.009100031,-0.982419869
lắc đầu,0.003837122,0.986256063,0.009906705,-0.982418941
tầm phào,0.003720209,0.986133873,0.01014599,-0.982413665
o bế,0.986487091,0.004084076,0.009428781,0.982403015
đau buồn,0.004023804,0.986417532,0.009558685,-0.982393728
độc tài,0.004248432,0.986641526,0.009109961,-0.982393094
sổ toẹt,0.003838031,0.986228049,0.009934011,-0.982390018
oán giận,0.005016849,0.98740679,0.007576351,-0.982389941
chà,0.003609298,0.985996783,0.010393901,-0.982387485
gạo cội,0.984907389,0.002522376,0.012570227,0.982385013
banh,0.004129343,0.986512899,0.009357831,-0.982383556
khỉ già,0.003743849,0.98612541,0.010130689,-0.982381561
bằng lòng,0.985085726,0.002737676,0.012176569,0.982348049
cao cả,0.986063659,0.003720224,0.010216138,0.982343435
dâm loạn,0.004962149,0.987284601,0.007753125,-0.982322452
lộn ẩu,0.003778721,0.986097276,0.010124069,-0.982318555
khách tình,0.004041609,0.986359298,0.009599168,-0.982317689
lừng khừng,0.004158895,0.986472726,0.009368303,-0.982313831
bát nháo,0.004178707,0.986490846,0.009330376,-0.982312139
gian thần,0.004583091,0.986890197,0.008526742,-0.982307106
ốt dột,0.003768906,0.986073375,0.010157745,-0.982304469
đánh lừa,0.003727716,0.98603034,0.010242016,-0.982302624
lém lỉnh,0.004157334,0.986457169,0.009385437,-0.982299835
tháu cáy,0.005045015,0.987343669,0.007611348,-0.982298654
mông lung,0.003649224,0.985940993,0.01040978,-0.982291769
gàn dở,0.004534446,0.986822963,0.008642584,-0.982288517
nói xấu,0.005146865,0.987430811,0.007422265,-0.982283946
phờ,0.003776547,0.986058176,0.010165226,-0.982281628
loạn lạc,0.003900627,0.986177146,0.009922322,-0.982276519
cuội,0.004552308,0.986828089,0.00861969,-0.982275781
ỷ,0.003878932,0.986151278,0.009969763,-0.982272346
càn,0.004339199,0.986611128,0.009049638,-0.982271929
phiền nhiễu,0.004570508,0.986820757,0.008608808,-0.982250249
